time	tpos	tneg	flux	fpos	fneg
66.7627994908535	0.317528513609687	0.346074468163707	4.82112931206284e-09	5.84653503908356e-10	5.84656677035227e-10
67.350187133613	0.315430885594012	0.269859129149793	5.45415966543926e-09	6.61415782851478e-10	6.61416596808795e-10
68.0161830123958	0.305934988691419	0.350564993188783	4.89268320587119e-09	5.9332798311732e-10	5.93331699114638e-10
68.6380206016002	0.308558394684312	0.315902600512985	5.21489621937256e-09	6.32559473792128e-10	6.32667319451061e-10
69.1755405924549	0.269195428213123	0.228961596170379	4.41022128859649e-09	6.58327424776218e-10	6.58579980123873e-10
69.7477226247862	0.310825365638934	0.302986604118161	3.62244729583868e-09	5.41884146214284e-10	5.42235572192927e-10
70.3350508491126	0.328390170048621	0.276502858687479	3.68054846598554e-09	5.51013718227429e-10	5.51443555962551e-10
70.9318658430914	0.252873167345555	0.268424823930246	4.34355495876454e-09	6.50689165135052e-10	6.513022995662e-10
71.5106815289286	0.344835458021279	0.32594251849163	5.12180694402072e-09	6.27524109921223e-10	6.289965732489e-10
72.2143574874147	0.326125527271927	0.358840500464765	5.05953447275524e-09	6.23451170336021e-10	6.26429942103909e-10
72.9002073416537	0.269964651228122	0.359724326967083	5.65772419299929e-09	7.059467966885e-10	7.13494614672677e-10
73.5351132090988	0.311128818286917	0.364941216216977	5.44479507467183e-09	6.95460078191429e-10	7.08322111833539e-10
74.20147861325	0.343999389878093	0.355236585864304	5.41636021942221e-09	7.27726686842888e-10	7.38973369711853e-10
74.8749723362109	0.357284689133863	0.329494333082849	6.01884789034172e-09	8.60412366841841e-10	8.48024560621181e-10
75.6680595612615	0.379936423292776	0.435802535916721	4.60706885036102e-09	7.28602011016693e-10	6.71979743266488e-10
83.731	0.585	0.525	4.78635294e-09	6.04573526e-10	6.04495379e-10
84.861	0.481	0.545	3.425066932e-09	5.30129597e-10	5.3166466e-10
85.7903	0.3738	0.4482	4.470690244e-09	6.94825542e-10	6.84162818e-10
86.6475	0.4506	0.4834	3.820998022e-09	5.90024931e-10	5.84860831e-10
87.528	0.574	0.43	3.451321582e-09	5.56661646e-10	5.49639841e-10
88.5825	0.478	0.481	3.611400913e-09	5.89243004e-10	5.77098229e-10
89.5898	0.4688	0.5293	3.522780844e-09	5.54599662e-10	5.49624303e-10
90.4489	0.4387	0.3903	4.177288932e-09	6.56007048e-10	6.5992171e-10
91.4432	0.4105	0.5555	3.584857896e-09	5.5621013e-10	5.62822463e-10
92.555	0.496	0.701	2.892341118e-09	4.487892181e-10	4.542181039e-10
93.639	0.476	0.588	3.307040284e-09	5.13042824e-10	5.18773604e-10
94.6163	0.4131	0.5013	4.050206372e-09	6.03779717e-10	6.10942735e-10
95.4296	0.4681	0.4001	4.487362061e-09	6.59865042e-10	6.68112521e-10
96.369	0.4734	0.4713	4.472315336e-09	6.30955222e-10	6.39369049e-10
97.467	0.443	0.624	3.418269514e-09	5.19777633e-10	5.25728687e-10
98.433	0.568	0.523	3.24515243e-09	5.13712329e-10	5.19476013e-10
99.551	0.554	0.55	3.253060358e-09	5.04857497e-10	5.10630778e-10
100.5892	0.5141	0.484	3.436063266e-09	5.66974308e-10	5.72592666e-10
101.608	0.593	0.505	3.324146708e-09	5.0741624e-10	5.12382916e-10
102.615	0.4525	0.414	4.274748752e-09	6.45077893e-10	6.47703815e-10
103.663	0.552	0.596	4.75772646e-09	5.89145663e-10	5.9956572e-10
104.7449	0.365	0.5299	4.109739305e-09	6.13931515e-10	6.20927728e-10
105.714	0.56	0.604	3.157419855e-09	4.71021674e-10	4.76721835e-10
106.879	0.59	0.605	3.095684639e-09	4.68432312e-10	4.722638e-10
107.9827	0.4257	0.5137	3.852977511e-09	5.87298926e-10	5.93595472e-10
108.961	0.561	0.553	3.249835766e-09	4.97678484e-10	5.01403034e-10
109.9424	0.4818	0.4202	4.072884083e-09	6.20772348e-10	6.18460842e-10
110.8498	0.4141	0.4256	4.245300129e-09	7.04583406e-10	6.75788293e-10
111.887	0.457	0.623	3.401944103e-09	5.60317189e-10	5.24364999e-10
112.958	0.715	0.614	2.723374965e-09	4.384657252e-10	4.24227159e-10
114.232	0.558	0.559	3.288141049e-09	5.69093874e-10	5.11421388e-10
115.398	0.71	0.608	2.583168736e-09	4.6375446e-10	4.100603875e-10
116.789	0.657	0.681	2.543087094e-09	4.299470167e-10	3.944745396e-10
118.138	0.902	0.692	2.102752513e-09	3.929251268e-10	3.354037707e-10
119.988	0.821	0.947	1.866912179e-09	3.272578371e-10	3.004667148e-10
121.947	1.047	1.138	1.534250454e-09	2.885574776e-10	2.475931858e-10
123.922	0.683	0.928	2.04824658e-09	3.746048194e-10	3.424277236e-10
125.456	0.886	0.851	1.873636477e-09	3.41482739e-10	3.205393887e-10
127.327	0.835	0.985	1.771188959e-09	3.378122978e-10	2.849365752e-10
128.944	0.997	0.782	1.784372952e-09	3.315758016e-10	2.954578577e-10
130.909	0.867	0.967	1.783701619e-09	3.184206453e-10	2.893807174e-10
132.619	0.771	0.843	2.027584239e-09	3.613868713e-10	3.260428112e-10
134.467	1.032	1.078	1.527615728e-09	2.785058083e-10	2.491567199e-10
136.312	0.892	0.812	1.838784286e-09	3.394928696e-10	3.072655495e-10
138.416	1.065	1.212	1.3695833e-09	2.470885664e-10	2.24183178e-10
140.406	1.018	0.925	1.557155294e-09	2.899087809e-10	2.662291431e-10
142.358	0.93	0.934	1.698004065e-09	3.027262142e-10	2.777899178e-10
144.442	0.805	1.153	1.616272357e-09	2.878958787e-10	2.596959168e-10
146.097	0.896	0.85	1.787095301e-09	3.233451402e-10	2.961002626e-10
148.025	1.084	1.033	1.472782583e-09	2.544652319e-10	2.486964295e-10
150.4	1.0	1.29	1.382031066e-09	2.426384832e-10	2.298814196e-10
152.357	0.929	0.957	1.653229947e-09	2.954572636e-10	2.776843508e-10
154.821	1.276	1.536	1.091766602e-09	2.000473171e-10	1.836352589e-10
157.799	1.651	1.701	9.72887192e-10	1.733408769e-10	1.580516677e-10
161.072	1.597	1.622	9.29597867e-10	1.837954831e-10	1.711952162e-10
164.132	1.091	1.464	1.287270288e-09	2.32546735e-10	2.105994471e-10
166.619	1.425	1.397	1.182989743e-09	2.108944406e-10	1.905393864e-10
169.137	1.327	1.093	1.277567264e-09	2.310546757e-10	2.097489244e-10
171.717	1.089	1.253	1.299203015e-09	2.345937751e-10	2.167727859e-10
174.499	1.95	1.694	8.47396363e-10	1.513336763e-10	1.378824754e-10
177.784	1.471	1.335	1.07018432e-09	1.972843865e-10	1.799362095e-10
180.811	1.872	1.556	9.15962358e-10	1.662944396e-10	1.491482109e-10
184.419	2.068	1.736	8.25564102e-10	1.491512728e-10	1.348112069e-10
187.717	1.579	1.23	1.117837081e-09	2.019915779e-10	1.826480018e-10
191.139	1.498	1.843	1.024927153e-09	1.813651571e-10	1.630076042e-10
194.838	2.397	2.201	7.41673069e-10	1.348162339e-10	1.189652803e-10
199.706	2.402	2.471	6.58605093e-10	1.26379237e-10	1.128691745e-10
203.994	1.559	1.886	9.58151227e-10	1.729778361e-10	1.59633756e-10
208.104	1.866	2.552	7.13374258e-10	1.352501554e-10	1.229190158e-10
212.182	1.787	2.213	7.9379072e-10	1.432062055e-10	1.26966939e-10
216.452	2.077	2.483	6.87328914e-10	1.259951742e-10	1.104165469e-10
221.365	1.617	2.836	6.73081939e-10	1.269261289e-10	1.126336367e-10
225.348	1.984	2.366	6.8836996e-10	1.262598229e-10	1.144986537e-10
229.93	3.657	2.598	4.397790061e-10	8.0497808e-11	7.38610255e-11
236.761	3.327	3.173	4.88570017e-10	8.38822129e-11	7.65147788e-11
242.723	3.028	2.635	3.828407363e-10	7.91512118e-11	7.43458111e-11
248.228	2.542	2.477	4.434859616e-10	9.08317205e-11	8.39148427e-11
254.188	2.962	3.418	3.459167358e-10	7.25634197e-11	6.76368683e-11
274.188	5.988	9.056	4.545162964e-10	9.28844274e-11	9.28844274e-11
289.764	12.978	9.588	2.506966271e-10	5.62901981e-11	5.62901981e-11
324.733	20.633	21.991	1.338183287e-10	3.000539524e-11	3.000539524e-11
369.663	23.342	24.297	1.308559633e-10	2.807446056e-11	2.807446056e-11
415.98	19.65	22.975	1.400619541e-10	3.06848537e-11	3.06848537e-11
483.548	69.926	47.918	4.76556858e-11	1.089635611e-11	1.089635611e-11
604.523	51.751	51.049	5.42885838e-11	1.243046398e-11	1.243046398e-11
711.497	47.576	55.224	5.49674573e-11	1.246284243e-11	1.246284243e-11
862.559	107.124	103.486	4.004981652e-11	7.44195709e-12	7.44195709e-12
4246.889	34.871	50.377	1.383365963e-11	3.029854246e-12	3.029854246e-12
4364.749	125.118	82.989	9.97405699e-12	2.247433229e-12	2.247433229e-12
4662.184	123.547	172.316	7.55029351e-12	1.498209149e-12	1.498209149e-12
4920.248	56.039	56.79	1.024268159e-11	2.303627777e-12	2.303627777e-12
5083.51	90.853	107.224	6.81981557e-12	1.407886298e-12	1.407886298e-12
5353.784	118.951	124.259	5.93529207e-12	1.346598028e-12	1.346598028e-12
5606.468	194.724	133.734	6.5972063e-12	1.236553799e-12	1.236553799e-12
6033.765	88.363	72.105	7.28352433e-12	1.608549971e-12	1.608549971e-12
6196.353	53.649	74.224	8.6964815e-12	1.965385625e-12	1.965385625e-12
6318.615	106.899	68.613	6.35461242e-12	1.431952832e-12	1.431952832e-12
6501.726	69.212	76.212	7.69146081e-12	1.728173834e-12	1.728173834e-12
6673.448	88.041	102.51	6.38697259e-12	1.383479756e-12	1.383479756e-12
10153.275	57.729	97.724	7.37210464e-12	1.658440661e-12	1.658440661e-12
10294.966	99.073	83.961	6.6234381e-12	1.449509401e-12	1.449509401e-12
10586.964	190.694	192.925	2.210715107e-12	5.82019662e-13	5.82019662e-13
10879.033	86.673	101.375	6.06486985e-12	1.366846784e-12	1.366846784e-12
11077.048	139.39	111.342	4.553311731e-12	1.026808622e-12	1.026808622e-12
11347.978	126.714	131.54	3.521007684e-12	8.90982738e-13	8.90982738e-13
11622.657	105.273	147.966	3.360471353e-12	8.76111501e-13	8.76111501e-13
11852.406	146.314	124.477	3.141865403e-12	8.19118574e-13	8.19118574e-13
12267.887	269.892	269.167	2.198466136e-12	4.8899914e-13	4.8899914e-13
16310.917	417.715	552.615	1.402972634e-12	3.74038962e-13	3.74038962e-13
17334.055	979.185	605.423	1.07889931e-12	2.573801607e-13	2.573801607e-13
22059.059	213.543	453.402	1.374324218e-12	3.612307601e-13	3.612307601e-13
23117.925	969.959	845.324	7.51840405e-13	1.630476831e-13	1.630476831e-13
