time	tpos	tneg	flux	fpos	fneg
0.219999988079071	0.02	0.02	1.11328576250568e-06	6.52795770536178e-08	6.52795770536178e-08
0.259999979734421	0.02	0.02	8.09198204329351e-07	5.59603048328719e-08	5.59603048328719e-08
0.300000001192093	0.02	0.02	1.48763101074844e-07	2.61791410642336e-08	2.61791410642336e-08
19.5199999916494	19.1999999999997	19.1999999999997	3.28343199252128e-09	5.73511185019389e-10	5.73511185019389e-10
45.1199999917115	6.39999999999995	6.39999999999995	4.86163537265249e-09	1.00528074168727e-09	1.00528074168727e-09
52.7999999914132	1.28	1.28	1.02439743274004e-08	2.2516755186735e-09	2.2516755186735e-09
82.8799999916644	28.7999999999995	28.7999999999995	2.12060149765562e-09	4.7231119723267e-10	4.7231119723267e-10
169.339999992847	0.02	0.02	7.09236520689709e-08	1.74365409989457e-08	1.74365409989457e-08
459.300000001192	0.02	0.02	7.64072268377197e-08	1.81225664840578e-08	1.81225664840578e-08
701.779999990463	0.02	0.02	7.77721711438327e-08	1.73810703408479e-08	1.73810703408479e-08
854.119999991668	21.7599999999996	21.7599999999996	1.14311907739346e-09	5.44595355659209e-10	5.44595355659209e-10
241478.142	14500.048	32300.412	3.84609759478343e-13	1.07676106028342e-13	1.07676106028342e-13
279988.669	22488.316	19933.069	3.23943383473192e-13	9.09557066631595e-14	9.09557066631595e-14
382958.66	74857.671	76642.852	1.30797649801195e-13	4.6170855706286e-14	4.6170855706286e-14
583094.948	348963.11	120358.94	1.12285038156491e-13	3.5707008314426e-14	3.5707008314426e-14
