time	tpos	tneg	flux	fpos	fneg
-0.0639999914169311	0.02	0.02	3.58213885749053e-08	6.68617507677131e-09	6.68617507677131e-09
-0.0240000295639038	0.02	0.02	2.68589058233015e-07	1.44955295433288e-08	1.44955295433288e-08
0.0159999918937683	0.02	0.02	3.68565365232257e-07	1.87074302276627e-08	1.87074302276627e-08
0.0560000133514404	0.02	0.02	2.6458595401293e-07	1.72423633120779e-08	1.72423633120779e-08
0.0959999752044678	0.02	0.02	2.56864571271539e-07	1.58143258371644e-08	1.58143258371644e-08
0.13599999666214	0.02	0.02	2.43311329812965e-07	1.37024522418533e-08	1.37024522418533e-08
0.176000018119812	0.02	0.02	2.93122477617137e-07	1.81374735624166e-08	1.81374735624166e-08
0.215999979972839	0.02	0.02	4.03808885594188e-07	2.11881342997703e-08	2.11881342997703e-08
0.256000001430511	0.02	0.02	2.84378372751305e-07	1.70265983537608e-08	1.70265983537608e-08
0.295999963283539	0.02	0.02	2.7292527693293e-07	1.48048707209041e-08	1.48048707209041e-08
0.335999984741211	0.02	0.02	8.66282497299457e-08	9.01996769858078e-09	9.01996769858078e-09
0.376000006198883	0.02	0.02	4.75504449414687e-08	7.63438229246765e-09	7.63438229246765e-09
0.435999978780746	0.04	0.04	3.00846267043052e-08	4.50866516404341e-09	4.50866516404341e-09
20.595999989543	20.1199999999997	20.1199999999997	5.40973466324867e-10	1.40299426704232e-10	1.40299426704232e-10
60.8359999894801	20.1199999999997	20.1199999999997	4.49042986226186e-10	1.16679168012141e-10	1.16679168012141e-10
94.6977	0.4496	0.4915	4.12834775599837e-09	6.15417719242881e-10	6.15417769594954e-10
95.675	0.535	0.528	3.50475780664714e-09	5.44207595214665e-10	5.44207531142192e-10
96.717	0.5	0.507	3.70645544312498e-09	5.63857277518435e-10	5.63857315832375e-10
97.962	0.85	0.746	2.33885548714564e-09	3.48655987585057e-10	3.48656001033051e-10
99.3114	0.4972	0.4991	3.72412166189727e-09	5.49091839066055e-10	5.4909179144135e-10
100.3311	0.4436	0.5225	3.66080329789445e-09	5.45720355195978e-10	5.4572035234727e-10
101.177	0.3912	0.4023	4.35882715149227e-09	6.49775520426571e-10	6.4977560806433e-10
102.142	0.552	0.574	2.97997104334815e-09	4.44227805029901e-10	4.44227806480876e-10
103.374	0.781	0.679	2.1784096786212e-09	3.31398009299682e-10	3.31398019465632e-10
104.715	0.562	0.56	2.83626570776444e-09	4.22805485970444e-10	4.22805554527801e-10
105.857	0.554	0.58	2.74369152894717e-09	4.17393476834414e-10	4.17393457165748e-10
107.031	0.547	0.62	2.96361183254494e-09	4.36960731969457e-10	4.36960741534931e-10
108.078	0.555	0.5	3.423572139446e-09	5.20822566851051e-10	5.20822619861843e-10
109.136	0.579	0.503	3.40314743614402e-09	5.07311342395562e-10	5.0731134266137e-10
110.334	0.805	0.62	2.36325741346205e-09	3.52293667065539e-10	3.52293665998886e-10
111.923	0.627	0.784	2.17753681361086e-09	3.2460802620039e-10	3.24608083809435e-10
113.311	0.731	0.76	2.04343591582517e-09	3.04617440240816e-10	3.0461742343676e-10
114.882	0.713	0.84	1.96240391173161e-09	2.92537912184387e-10	2.92537988615198e-10
116.32	0.774	0.725	2.11940651843517e-09	3.15942485736386e-10	3.15942460730878e-10
