time	tpos	tneg	flux	fpos	fneg
97.452	0.396	0.431	4.2890346e-08	4.52713096e-09	4.49436116e-09
98.236	0.476	0.388	4.16887036e-08	4.31813404e-09	4.283748e-09
99.205	0.482	0.492	3.63850512e-08	3.87222624e-09	3.84183808e-09
100.118	0.372	0.43	4.49227856e-08	4.65365692e-09	4.6163054e-09
100.857	0.439	0.367	4.28630052e-08	4.67341136e-09	4.64427276e-09
101.676	0.369	0.381	4.76235084e-08	4.9915116e-09	4.96311704e-09
102.441	0.39	0.396	4.46448564e-08	4.77487492e-09	4.74744512e-09
103.305	0.471	0.474	3.65663264e-08	3.99483976e-09	3.96896924e-09
104.218	0.471	0.442	3.80560796e-08	4.13273636e-09	4.10424924e-09
105.173	0.43	0.485	3.7980038e-08	4.13091364e-09	4.09810112e-09
106.017	0.42	0.414	4.20747144e-08	4.51474572e-09	4.4776256e-09
106.897	0.43	0.46	3.98879844e-08	4.22243768e-09	4.18756036e-09
107.671	0.348	0.344	3.323634156e-08	4.41996072e-09	4.3970984e-09
108.373	0.397	0.354	2.96191288e-08	4.09709008e-09	4.07890204e-09
109.177	0.379	0.407	4.59852676e-08	4.73706772e-09	4.69909676e-09
109.975	0.507	0.418	3.8277654e-08	4.0439108e-09	4.01526704e-09
110.892	0.331	0.411	3.199420772e-08	4.08736416e-09	4.06891268e-09
111.58	0.481	0.357	3.311279888e-08	3.9420592e-09	3.92290284e-09
112.516	0.488	0.454	3.8747218e-08	3.94356152e-09	3.91965612e-09
113.442	0.452	0.437	3.98087744e-08	4.21097092e-09	4.1912592e-09
114.345	0.424	0.451	4.04559468e-08	4.27794164e-09	4.2645774e-09
115.171	0.385	0.402	3.018539308e-08	3.85869824e-09	3.84894384e-09
115.958	0.439	0.403	3.4285915e-08	3.9638642e-09	3.95474348e-09
116.879	0.528	0.482	2.237651884e-08	3.033966924e-09	3.029874704e-09
117.699	0.436	0.291	3.1848205e-08	4.19134464e-09	4.184424e-09
118.526	0.377	0.39	3.043217228e-08	4.0061214e-09	3.99643108e-09
119.34	0.313	0.437	3.034431148e-08	4.11445932e-09	4.10851056e-09
120.0	0.37	0.347	3.177481916e-08	4.3075822e-09	4.30344548e-09
120.763	0.416	0.393	2.930963664e-08	3.78017176e-09	3.77906816e-09
121.6	0.336	0.42	3.11342292e-08	4.05641352e-09	4.05169652e-09
122.258	0.38	0.323	3.429809376e-08	4.33811632e-09	4.3377176e-09
123.05	0.348	0.412	3.172778444e-08	4.0129032e-09	4.01283556e-09
123.855	0.477	0.457	2.540150424e-08	3.275555288e-09	3.27611848e-09
124.826	0.571	0.494	2.208625068e-08	2.876327988e-09	2.876194132e-09
125.775	0.441	0.377	2.922176872e-08	3.732482e-09	3.73157064e-09
126.538	0.375	0.323	3.374886408e-08	4.39585952e-09	4.39586308e-09
127.38	0.462	0.467	2.493814176e-08	3.317177384e-09	3.31081602e-09
128.406	0.499	0.564	2.180733892e-08	2.904416388e-09	2.894144008e-09
129.33	0.485	0.426	2.611536968e-08	3.370947624e-09	3.366644652e-09
130.353	0.49	0.538	2.313331788e-08	2.983842836e-09	2.982307408e-09
131.404	0.603	0.561	2.09252172e-08	2.650985328e-09	2.65190096e-09
132.441	0.384	0.434	2.906767412e-08	3.7489292e-09	3.74792528e-09
133.321	0.561	0.496	2.233138872e-08	2.908449868e-09	2.907791624e-09
134.454	0.492	0.572	2.200415352e-08	2.895640276e-09	2.891372904e-09
135.463	0.513	0.517	2.290969292e-08	2.985047184e-09	2.981102348e-09
136.469	0.502	0.492	2.468090684e-08	3.064407416e-09	3.058836016e-09
137.339	0.375	0.368	3.249750272e-08	4.11236604e-09	4.10686584e-09
138.313	0.605	0.599	1.9436532e-08	2.557546008e-09	2.554288252e-09
139.462	0.493	0.543	2.252534464e-08	2.96279754e-09	2.962059196e-09
140.51	0.512	0.556	2.18898882e-08	2.852106816e-09	2.848495908e-09
141.461	0.516	0.439	2.485045184e-08	3.174557376e-09	3.172138e-09
142.62	0.506	0.643	1.984209076e-08	2.662821972e-09	2.660819116e-09
143.546	0.397	0.419	2.907288952e-08	3.71298032e-09	3.7127062e-09
144.376	0.441	0.433	2.67497688e-08	3.486460012e-09	3.479071588e-09
145.353	0.436	0.537	2.458836108e-08	3.112482724e-09	3.101225648e-09
146.377	0.476	0.588	2.231548976e-08	2.851894284e-09	2.840985732e-09
147.35	0.624	0.496	2.134950512e-08	2.7022625e-09	2.691913936e-09
148.556	0.5	0.582	2.108232356e-08	2.830551728e-09	2.825005248e-09
149.536	0.766	0.479	1.906375016e-08	2.436353996e-09	2.431943156e-09
