time	tpos	tneg	flux	fpos	fneg
-0.0199999916553497	0.02	0.02	2.09917948995949e-07	3.7528725612439e-08	3.7528725612439e-08
0.02	0.02	0.02	5.47028985937551e-07	5.61906729929418e-08	5.61906729929418e-08
0.0599999916553497	0.02	0.02	4.56275010597464e-07	5.34858666381957e-08	5.34858666381957e-08
0.100000013113022	0.02	0.02	4.77308212700836e-07	5.3743128556883e-08	5.3743128556883e-08
0.140000004768372	0.02	0.02	4.01214564958953e-07	5.06995820705662e-08	5.06995820705662e-08
0.179999996423721	0.02	0.02	3.06706505659539e-07	4.63192928983397e-08	4.63192928983397e-08
0.219999988079071	0.02	0.02	2.19060336764627e-07	4.01960924785816e-08	4.01960924785816e-08
0.260000009536743	0.02	0.02	1.6461349198539e-07	3.97156960584552e-08	3.97156960584552e-08
0.319999997019768	0.04	0.04	1.44435194092927e-07	2.6582542806363e-08	2.6582542806363e-08
0.40000001013279	0.04	0.04	1.32086051990924e-07	2.57509835244918e-08	2.57509835244918e-08
0.739999998807907	0.3	0.3	3.7153741382342e-08	8.17851919645531e-09	8.17851919645531e-09
1.05999999165535	0.02	0.02	1.5392837733144e-07	3.57311267780883e-08	3.57311267780883e-08
1.1200000089407	0.04	0.04	1.00920674927793e-07	2.44434185979454e-08	2.44434185979454e-08
1.69999999942603	0.54	0.54	1.45664737984719e-08	5.90769311073081e-09	5.90769311073081e-09
2.4200000026491	0.18	0.18	4.49716703668204e-08	1.06594780657418e-08	1.06594780657418e-08
10.4799999999486	7.87999999999992	7.87999999999992	5.4852851467145e-09	1.49248772620232e-09	1.49248772620232e-09
26.2400000000184	7.87999999999992	7.87999999999992	5.55801684462776e-09	1.22576111973102e-09	1.22576111973102e-09
42.0000000000124	7.87999999999992	7.87999999999992	3.64305246667983e-09	9.30770416135696e-10	9.30770416135696e-10
53.839999999922	3.96	3.96	5.20748423255079e-09	1.27832112628866e-09	1.27832112628866e-09
57.9200000009934	0.12	0.12	3.0083292051142e-08	7.51757682856511e-09	7.51757682856511e-09
68.120000000012	10.0799999999999	10.0799999999999	4.33471098302459e-09	8.11369656167127e-10	8.11369656167127e-10
79.5648	0.3938	0.3339	1.42703018561141e-08	1.79853724826608e-09	1.79853746930342e-09
79.8800000001137	1.68	1.68	9.01582251138271e-09	1.98595068683648e-09	1.98595068683648e-09
80.3262	0.3618	0.3676	1.44766877037485e-08	1.82454843270132e-09	1.82454830921503e-09
81.247	0.503	0.559	1.03766679810069e-08	1.26771387907766e-09	1.26771173583236e-09
82.1698	0.493	0.4197	1.21796085021655e-08	1.51125334396697e-09	1.51125370724769e-09
83.1461	0.4969	0.4832	1.14478315613797e-08	1.44281196579856e-09	1.44281114789979e-09
83.3799999998954	1.82	1.82	7.32339069652588e-09	1.91631130751972e-09	1.91631130751972e-09
84.189	0.473	0.546	1.1509920315316e-08	1.40616301692434e-09	1.40616144258129e-09
84.9971	0.4303	0.3347	1.57194877897159e-08	1.92044008528634e-09	1.9204406140715e-09
85.3400000013624	0.14	0.14	2.91411157082051e-08	6.97172682601046e-09	6.97172682601046e-09
85.8174	0.3537	0.39	1.69191795336208e-08	2.05175403967482e-09	2.05175199403199e-09
86.6169	0.4509	0.4458	1.42381514853951e-08	1.73946565041728e-09	1.73946733239176e-09
87.5429	0.3842	0.4751	1.50208804462629e-08	1.89313579164096e-09	1.89313371742858e-09
88.3176	0.3443	0.3905	1.75728825206475e-08	2.14686839299942e-09	2.14687011612549e-09
88.9800000000003	3.5	3.5	5.68458173748974e-09	1.37300895480429e-09	1.37300895480429e-09
89.0628	0.3267	0.4009	1.63212243077286e-08	2.0570217196301e-09	2.05702130326283e-09
89.7436	0.3416	0.3541	1.63721832586746e-08	2.00017802892165e-09	2.00017978924288e-09
90.5158	0.4679	0.4306	1.15312915817683e-08	1.45332875020854e-09	1.45332875816138e-09
91.4632	0.4368	0.4795	1.15553493940088e-08	1.43379605353977e-09	1.43379486245205e-09
92.272	0.4178	0.3721	1.35970661473386e-08	1.6871308469847e-09	1.6871325602801e-09
