time	tpos	tneg	flux	fpos	fneg
-174.751999970078	0.16	0.16	3.70792591448052e-08	8.79600736718623e-09	8.79600736718623e-09
-0.011999945640564	0.02	0.02	1.96916129852297e-07	4.74201252211773e-08	4.74201252211773e-08
0.0280000162124634	0.02	0.02	1.00264734336578e-06	8.08893467642783e-08	8.08893467642783e-08
0.0679999780654907	0.02	0.02	6.65107468478021e-07	6.08076039126239e-08	6.08076039126239e-08
0.108000059127808	0.02	0.02	4.25718515248797e-07	5.24608852609494e-08	5.24608852609494e-08
0.148000020980835	0.02	0.02	4.64312241527302e-07	5.40205969506508e-08	5.40205969506508e-08
0.208000023365021	0.04	0.04	1.08317623049379e-07	2.26973310623056e-08	2.26973310623056e-08
0.688000020764091	0.44	0.44	1.25441658267418e-08	5.11896248720168e-09	5.11896248720168e-09
1.14800002098083	0.02	0.02	1.74166140046928e-07	3.95460125444758e-08	3.95460125444758e-08
1.18799998283386	0.02	0.02	1.54289906480525e-07	3.6221716787088e-08	3.6221716787088e-08
1.22800006389618	0.02	0.02	9.53816626535545e-08	3.28315946033729e-08	3.28315946033729e-08
1.26800002574921	0.02	0.02	1.70229625034811e-07	3.66368548915654e-08	3.66368548915654e-08
1.30799998760223	0.02	0.02	1.05615192643308e-07	3.34406581284456e-08	3.34406581284456e-08
1.34800006866455	0.02	0.02	1.51661302314705e-07	3.77688360436136e-08	3.77688360436136e-08
1.38800003051758	0.02	0.02	2.96579965497953e-07	4.37343481973534e-08	4.37343481973534e-08
1.42799999237061	0.02	0.02	3.90004864902931e-07	5.2220409735741e-08	5.2220409735741e-08
1.46800007343292	0.02	0.02	3.88283001442983e-07	5.26845040081016e-08	5.26845040081016e-08
1.50800003528595	0.02	0.02	2.6730833592963e-07	5.20682886610539e-08	5.20682886610539e-08
1.54799999713898	0.02	0.02	4.37938693389195e-07	5.59164644532618e-08	5.59164644532618e-08
1.58800007820129	0.02	0.02	9.10747462684756e-07	7.56097823035399e-08	7.56097823035399e-08
1.62800004005432	0.02	0.02	8.91750879176989e-07	8.17866549072973e-08	8.17866549072973e-08
1.66800000190735	0.02	0.02	6.23646222163864e-07	7.01735059609865e-08	7.01735059609865e-08
1.70799996376038	0.02	0.02	8.35721371461551e-07	7.32923204586543e-08	7.32923204586543e-08
1.74800004482269	0.02	0.02	1.8320654948795e-06	1.11325500812812e-07	1.11325500812812e-07
1.78800000667572	0.02	0.02	2.68647811580079e-06	1.41754020334322e-07	1.41754020334322e-07
1.82799996852875	0.02	0.02	8.92945071829341e-07	7.92247395317763e-08	7.92247395317763e-08
1.86800004959106	0.02	0.02	4.32119877698316e-07	6.22301503714413e-08	6.22301503714413e-08
